,Density,Efficiency,# of connected components,# of cluster,Fraction of nodes in the largest connected component,Connected components entropy,Fraction of nodes in the center,Fraction of nodes in the periphery,Fraction of nodes in the barycenter,Transitivity,Average clustering coefficient,Average square clustering,Modularity,Assortativity coefficient analysis,Shortest path length analysis,Average eccentricity,Average degree,Average communicability,Average node similarity,Average node betweenness centrality,Average edge betweenness centrality
pre1_12DIV_CS4_FOV1,0.48014249076558635,0.05942561666027292,0.05882352941176471,0.5130434782608696,0.9368169541825245,0.10864454434211197,0.007527449232978881,0.02047493790613056,0.003888907341592764,0.7485475942201698,0.7494090242429462,0.791980357354211,0.2893752434386805,0.8290827094059402,0.02050904732488986,0.027036409185320617,0.4074626865671642,2.562003268774435e-14,0.0,0.6748622866024792,0.5699912462822068
pre1_12DIV_CS4_FOV5,0.49444876101802915,0.05855593127609472,0.03529411764705882,0.5078260869565218,0.9626220648345966,0.06923582975568567,0.013063186633747436,0.01626376262102112,0.003942185001309418,0.713063320022818,0.7218427045016633,0.6621251856214299,0.38877209231945953,0.8745927518058731,0.02107091334639513,0.027504877267565453,0.4212962962962963,3.5121324094004005e-14,0.0,0.7394191493362704,0.6278861943991307
pre2_12DIV_CS4_FOV1,0.4662882064483477,0.05940439769551199,0.05882352941176471,0.5478260869565218,0.9414961011937761,0.10017440347213104,0.011963569002778635,0.01888221422792915,0.003391865760089826,0.7474296536796536,0.7903428981667189,0.7350331036045141,0.3457533007973219,0.8930753254025496,0.016746496179733332,0.019473006664819853,0.3845070422535211,2.603867040602136e-14,0.0,0.6377301007886396,0.5228932586650263
pre3_12DIV_CS1_FOV4,0.3635486689637129,0.045273380678037475,0.0823529411764706,0.7495652173913044,0.9467259967968377,0.08480648324719937,0.04927800941694302,0.0003806110393060197,0.0013793499813213022,0.770981874409415,0.8225228378003302,0.7297126892019017,0.2551674595547877,0.806505616495435,0.006118313307995213,0.007344822620133452,0.3799582463465553,1.101606671244058e-15,0.0,0.5179591141155337,0.39414214856913293
pre1_12DIV_CS4_FOV4,0.4564417284390923,0.06179595046224244,0.06764705882352942,0.4678260869565218,0.9042713593293065,0.15678946325341486,0.020816447278228477,0.05244210960767778,0.0048011670529144014,0.684586731098359,0.6863319724591397,0.658566578926373,0.3748618847952354,0.7811048939811912,0.02491277410158227,0.03127654645146344,0.4375,1.1517424156573057e-13,0.0,0.6540800477879821,0.6239099795490529
pre2_12DIV_CS4_FOV2,0.4286735539320533,0.048060446601563514,0.07058823529411765,0.5547826086956522,0.9261904065088237,0.12272489768243507,0.006803545111339914,0.014670344945574301,0.003345475212482885,0.7357935250169798,0.7538510312121344,0.6211476156157167,0.39498974293825073,0.8642757630736841,0.02217922553996203,0.038131589887003506,0.3760330578512397,1.2226834960786526e-15,0.0,0.6783284187360213,0.5826747446351658
pre2_12DIV_CS5_FOV2,0.46676331430863177,0.05408496528811231,0.07058823529411765,0.5060869565217392,0.9245125305603447,0.12654018125477512,0.029673200322591957,0.0075864502470007035,0.003996163682864449,0.7542147293700089,0.7526717437510287,0.6698516275157785,0.375961826657377,0.9087452045913973,0.02386479338674892,0.03142641084712379,0.4074626865671642,2.4506738789915894e-15,0.0,0.6913598760631153,0.596990273133463
pre2_12DIV_CS5_FOV3,0.5826708772488638,0.06525588982564166,0.014705882352941173,0.4886956521739131,0.9828278585278823,0.037364410291035405,0.008005962126943619,0.01708072676817817,0.0042481251896484456,0.7751937984496124,0.8220250790805017,0.7649437332744307,0.1561404211359747,0.8763556035553807,0.02139376327941666,0.0266429840142096,0.5947712418300654,1.0441947517615293e-13,0.0,0.7887279641600133,0.6088357283555539
pre1_12DIV_CS3_FOV5,0.3842541521381523,0.05133945569704461,0.07941176470588235,0.7234782608695652,0.9397468952286269,0.09692665840771032,0.0005850900336543791,0.01633559702442241,0.001617182867444911,0.7838673653466197,0.8329873599602312,0.7625546538933672,0.28383207471510774,0.8330263383749086,0.006071439747582376,0.007079778850724236,0.3930885529157668,5.794899282181602e-15,0.0,0.5040898538922687,0.37849570178088215
pre2_12DIV_CS2_FOV1,0.46725838102128464,0.06040691731623486,0.06764705882352942,0.4539130434782609,0.9215679686573394,0.1328558956105183,0.002749682030161711,0.018733560017963682,0.004867085173990545,0.6767473828909802,0.6656802278950126,0.641711092107376,0.33009233445763764,0.8138383925098654,0.026265763404775058,0.03182896630408007,0.44901315789473684,4.623873383986156e-14,0.0,0.7088034599094398,0.6777263019484593
pre2_12DIV_CS3_FOV1,0.2551842597804573,0.10712819879281722,0.27058823529411763,0.3356521739130435,0.2765635997349721,0.6918572992879903,0.016342046478818047,0.041678774544397855,0.02527455995185798,0.6171218487394958,0.29350034027376914,0.2014688266413315,0.63089892997229,0.912724511700288,0.15021084099747284,0.20426287744227353,0.14918032786885246,9.568631875276756e-11,0.0,0.07051174274993259,0.1201595596883155
pre1_12DIV_CS3_FOV4,0.5562655649681462,0.06893425793230433,0.0058823529411764705,0.5930434782608696,0.9999999999999999,0.0,0.02954958866373729,0.0056536598130248255,0.0027898311254154805,0.8305092835664168,0.9458344009531121,1.0,0.14796015856002986,0.8614814495693731,0.009678458196285003,0.014434743451829983,0.5013774104683195,3.4791729940122423e-13,0.0,0.6536602571261992,0.4466994893602922
pre1_12DIV_CS2_FOV4,0.3830188651729594,0.052095510888775357,0.15294117647058825,0.2747826086956522,0.6928015096317918,0.42574094452563604,0.017971034172547393,0.011435301098130526,0.011728867675566489,0.5021056041464205,0.29670314606228115,0.3036085938800465,0.39961357984298074,0.8621309040158093,0.09474813421226858,0.12966252220248667,0.39565217391304347,6.630359755124611e-16,0.0,0.6563172828416641,0.9807080846012742
pre2_12DIV_CS3_FOV2,0.4522137048071519,0.057314177778489975,0.08823529411764705,0.44521739130434784,0.854857831803739,0.21416694668581432,0.003175574260480044,0.015223701083837447,0.0055065165975034915,0.712143928035982,0.6243804931326172,0.6106914660423779,0.38234516146762587,0.9833391793099129,0.034904694370676954,0.049428285968028424,0.446078431372549,2.3302438541332653e-14,0.0,0.651552646093581,0.6342546898709421
pre2_12DIV_CS2_FOV2,0.5775659641530407,0.07095611300873884,0.049999999999999996,0.37043478260869567,0.9250662296233427,0.13355012135026123,0.01876869165050026,0.017981775731442304,0.00679758591810599,0.7155750386797318,0.6803236994219648,0.6388550153931554,0.3663474843240846,0.8792791488076289,0.036475210813216245,0.04339898458007828,0.546,9.143679180297562e-13,0.0,0.8339434565059025,0.7962882534224107
pre2_12DIV_CS3_FOV3,0.4158857188919025,0.08449879291571942,0.041176470588235294,0.6608695652173914,0.601699735458151,0.27613023520966046,0.08503815884261443,0.016156887045228954,0.005943345878471573,0.7773985589685248,0.8724439671913905,0.7778363466628618,0.3382787341872966,0.8406861703149411,0.02689911697235521,0.036589698046181174,0.43961352657004826,1.3072645118725548e-11,0.0,0.2570393901705014,0.20441340777163927
pre1_12DIV_CS3_FOV3,0.38384596211337735,0.0616350606175121,0.15,0.5669565217391305,0.8641294239560319,0.20398860229361238,0.036365469508952496,0.026184797153680717,0.0031874445043144333,0.7560855667568233,0.6843231752595325,0.6457197166022737,0.1594489479993597,0.8837765420931727,0.01493541645337379,0.020870337477797513,0.3438287153652393,5.151516531782305e-14,0.0,0.47639891702955817,0.4192221073676962
pre1_12DIV_CS2_FOV3,0.3653742028131119,0.03964859749796305,0.1588235294117647,0.6521739130434783,0.8844614946498411,0.1740379290301221,0.0138198465979945,0.0012304797061324932,0.0021750060113231466,0.8781800391389433,0.9166302883619464,0.8793578620056602,0.3360661571135348,0.8422550457610416,0.015723733808504267,0.022716168889578864,0.4053452115812917,2.14405799611252e-16,0.0,0.5264111423197018,0.42236103431841454
pre1_12DIV_CS2_FOV2,0.484606532764138,0.06082107257919499,0.052941176470588235,0.5895652173913044,0.9570033892231569,0.07371501354637498,0.020287793072038606,0.001929755311810979,0.0028296752255311357,0.828344343517754,0.8697589036436941,0.9041244933706742,0.21778375793524907,0.8995954764029164,0.012575650849400329,0.01476811295216339,0.48275862068965514,1.9118307901210848e-14,0.0,0.6146600183925407,0.4580343010683283
pre1_12DIV_CS3_FOV2,0.5459643642536273,0.06900854471764743,0.038235294117647055,0.40869565217391307,0.9429691659936147,0.10603006820076112,0.010154520642152543,0.043014546861838955,0.0058610400682011935,0.6519732287099007,0.6474537454608191,0.5716820438373642,0.3189339571950631,0.8470694030213712,0.02977767784565783,0.03593387074736987,0.5093283582089552,4.593145425569711e-13,0.0,0.7988323887081078,0.7515327086658392
pre2_12DIV_CS2_FOV4,0.48716745848358345,0.057696299072254306,0.023529411764705882,0.6452173913043479,0.9862967729839978,0.023882699446594366,0.0053332320767156965,0.02909160051338118,0.0022417166911819922,0.8336731457568756,0.9416078293474092,0.9309235850003493,0.20432305853460075,0.8754197811847128,0.009016275382440604,0.012562570644275795,0.45614035087719296,2.051904151265935e-14,0.0,0.6222006539890537,0.43556748453366134
pre1_12DIV_CS3_FOV1,0.3564448457720126,0.04440638546637009,0.12058823529411766,0.7252173913043478,0.9185469444213484,0.12588160465569842,0.01994803155205115,0.00368740861301367,0.0015626143527117291,0.8064867692575963,0.857923076753948,0.8612658518736048,0.28718540257572744,0.8488016273962306,0.00811574710109874,0.01145854847370812,0.3807531380753138,4.1347149518386284e-16,0.0,0.4973541857851047,0.3856474987957715
pre1_12DIV_CS2_FOV1,0.5729563473517796,0.08033788525035769,0.07058823529411765,0.2973913043478261,0.871288744659752,0.21396973924904245,0.06028589635894911,0.023503421189899048,0.009382297342377405,0.609996064541519,0.5497513106600341,0.45467632834174476,0.35749142351602536,0.797958199478947,0.04821467575769505,0.05832338467810033,0.6348837209302326,4.315632639493489e-12,0.0,0.808034334746026,0.9093638318053895
pre2_17DIV_CS2_FOV4,0.8922474827601042,0.11798664129552923,0.0,0.36695652173913046,0.9975667166980929,0.014874939115818733,0.02626567539044767,0.006220295901224697,0.006846524681438562,0.8221726190476191,0.9933552172122841,0.9845268869642824,0.10202890833928846,0.8133042697319941,0.019441550673478872,0.025222024866785084,0.7878787878787878,6.212764215230502e-10,0.0,0.7673437778691434,0.5404777097500502
pre1_17DIV_CS2_FOV1,0.8650445327248443,0.12001313704020543,0.01764705882352941,0.32521739130434785,0.9666537372851348,0.07283542075746326,0.046338744467384785,0.02090597203686494,0.008166417664784383,0.7370769081563379,0.7595420129817252,0.8149163211903369,0.05032573291040876,0.8177101422295696,0.02622890770364092,0.03353569629649267,0.8544600938967136,1.0245148347054436e-09,0.0,0.7870666917362548,0.6188936016554566
pre1_17DIV_CS3_FOV1,0.5577417142159227,0.08032732717524994,0.05588235294117647,0.5147826086956522,0.9460452718991597,0.09344063381148258,0.02893033797404089,0.011600069890874927,0.003810275683039886,0.8095627776478841,0.8998517658685027,0.8778238223005389,0.21901245392512836,0.7688725371589644,0.012834342833347716,0.016237896063713973,0.5432835820895523,5.292062303612884e-12,0.0,0.5892823888828232,0.43846659136978444
pre1_17DIV_CS2_FOV3,0.5607910209086902,0.08427615318757005,0.049999999999999996,0.5530434782608696,0.9560101220157138,0.07663784226444441,0.02177727360938554,0.034620364895594245,0.003276934223225783,0.8428571428571429,0.9611036687809459,0.8480341403351135,0.09592088001800869,0.8326594126464627,0.008491158706005197,0.012219392668364401,0.5126760563380282,5.482585037615969e-12,0.0,0.5505763049214225,0.3858209546711582
pre1_17DIV_CS3_FOV3,0.5228484686612721,0.07404604546417197,0.04705882352941176,0.5634782608695652,0.9597595773947144,0.07039975109244058,0.001601685405403281,0.006220295901224697,0.003143491589273903,0.8303772976459206,0.9475331348163705,0.9077924509893306,0.25189299753930783,0.8065062894672292,0.00967702814516802,0.011214226407558828,0.5055555555555555,1.5552317269421912e-12,0.0,0.5753264685171018,0.42267976557418074
pre1_17DIV_CS3_FOV2,0.8496974037417628,0.1605488315659539,0.05882352941176471,0.1791304347826087,0.681177495570659,0.44148097112009,0.014087830335331999,0.022288873206304394,0.021890096618357488,0.7303534910896874,0.5254566767966655,0.5076374989475809,0.2588922064006063,0.8398220723652072,0.07967555204360191,0.09851360194447042,0.6363636363636364,1.0662093907287935e-07,0.0,0.514246740217196,0.624233614787953
pre2_17DIV_CS2_FOV2,0.5551393372470687,0.07979550232662856,0.041176470588235294,0.5443478260869565,0.9604772615655206,0.0709243429892865,0.0426932503713121,0.018957223232957596,0.003415273834570392,0.7792698053173704,0.8821987427707789,0.9053064322480021,0.13506444019008956,0.8102312949697048,0.010608894646818225,0.013261558914230295,0.5244956772334294,4.451390420751428e-12,0.0,0.5877018321069023,0.423946166659692
pre2_17DIV_CS3_FOV2,0.5124446662693188,0.06644784717579143,0.02058823529411765,0.6156521739130435,0.9847105505911675,0.028853773307150055,0.005757031544187932,0.012572489337547173,0.0025598613736609955,0.8209350474264528,0.9606161289744192,0.8551286209323263,0.15032199330339413,0.8171769469216718,0.008720016249944403,0.012510829005764175,0.4776902887139107,2.429474759204067e-13,0.0,0.6116001848459827,0.42987367750445926
pre2_17DIV_CS3_FOV3,0.5415862025571148,0.07464876332797242,0.01764705882352941,0.5895652173913044,0.9888157855173538,0.02110734093697246,0.0013926685411232436,0.009505241039994575,0.0028296752255311357,0.8021522361536184,0.9048611061121941,0.9226417715924659,0.16270097688980423,0.8579808250865808,0.007944905778788536,0.005892150005786481,0.4986301369863014,1.0148773391284398e-12,0.0,0.6044017664651428,0.4234413794664104
pre2_17DIV_CS2_FOV3,0.8482849796187704,0.11754993196328044,0.049999999999999996,0.2,0.8368232747134597,0.2679788970675009,0.050179880079946705,0.01580804516584333,0.015822676896845696,0.6566604127579737,0.5040517742069304,0.5486818870383751,0.15003886910088493,0.9756696865261261,0.07121678944756607,0.09035695868905058,0.8980263157894737,1.3809800129315928e-09,0.0,0.9003680114868833,1.0
pre2_17DIV_CS3_FOV1,0.7599777655456613,0.11251097927593647,0.02058823529411765,0.3826086956521739,0.96980725597924,0.06334970769550254,0.010900534395509377,0.04570639198786768,0.006421069815530283,0.7615840949174282,0.8792509589588982,0.8194616239998582,0.018362065700092245,0.8619305150754679,0.018623887561635993,0.022544063396638878,0.7368421052631579,5.168270292907081e-10,0.0,0.6970939312392348,0.5343664457620353
pre2_17DIV_CS2_FOV1,0.5312575476355708,0.07106248803835054,0.041176470588235294,0.5704347826086957,0.9657850343814277,0.06060920383822131,0.0064194327202661775,0.025627994922134592,0.003057123470506215,0.8099625392325605,0.9290709928783567,0.8670847248101473,0.17094696326051562,0.7973047299129591,0.0109135499418192,0.01361752516281823,0.5027624309392265,2.8474703169237146e-13,0.0,0.6051067934283738,0.4335821902168196
pre1_17DIV_CS3_FOV5,0.5428514227900119,0.06894497720250338,0.03529411764705882,0.5895652173913044,0.9726523442735368,0.04879502779736637,0.010840230806580923,0.005717498175902777,0.0028296752255311357,0.8211509992598075,0.9228272000657205,0.8993459868911434,0.12446802525992728,0.8086886007701902,0.010777061385170789,0.01476811295216339,0.49056603773584906,1.8175643267075402e-13,0.0,0.6180260762452902,0.42204597904834895
pre1_17DIV_CS2_FOV5,0.6752305881985142,0.09456769609272832,0.041176470588235294,0.43130434782608695,0.9467870279331209,0.09762744231317118,0.0030514008472723024,0.03017879942034294,0.005320083559477557,0.8231292517006802,0.8935350305415476,0.7687914835653574,0.06353494907380686,0.8963630131276675,0.018299487500011168,0.023621404217962064,0.6453900709219857,3.174263749334345e-11,0.0,0.6537427341929744,0.48512242491814284
pre1_17DIV_CS2_FOV4,0.6010662365325761,0.08700941139225567,0.07647058823529412,0.42434782608695654,0.9097154004284989,0.1505485098332739,0.0031253295743635524,0.04094789415890333,0.005431079599877553,0.8089053803339518,0.8147136100893315,0.8533414420274211,0.14511998705236806,0.8949488124069652,0.021467729752651606,0.028460489900450248,0.6275862068965518,1.2117886771073666e-11,0.0,0.6186722322339853,0.4961161432522053
pre1_17DIV_CS3_FOV4,0.4619204293094243,0.07376415465324292,0.17352941176470588,0.3582608695652174,0.6836048680629255,0.39038294980812605,0.005378358871863201,0.00832157139496589,0.008813761011651038,0.8193115583415814,0.7278479962386248,0.6831497655474412,0.2650630300046597,0.9316905918373364,0.06339740332288482,0.09229724828657249,0.4789473684210526,2.0220915925647443e-14,0.0,0.47768419378040045,0.48732114565559187
pre2_17DIV_CS4_FOV3,0.6663809469518511,0.07831909796473933,0.023529411764705882,0.34608695652173915,0.9563170264207592,0.08941899505017652,0.035922843300084766,0.013239635413042829,0.007524544825074344,0.7074175824175825,0.6659737349559348,0.6497202729312739,0.2260494456738451,0.8336809192397956,0.03907536138034145,0.05412379771440062,0.6013215859030837,2.7051035512249938e-12,0.0,0.9516306660610718,0.8754804601751539
pre2_17DIV_CS5_FOV3,0.6733486380461277,0.09948807202620212,0.01764705882352941,0.4747826086956522,0.9750676623993016,0.05292307657067939,0.0025158053139398913,0.041237520418889506,0.004515944413642624,0.8060261445571253,0.9635621980432217,0.9079236422930757,0.13262791776245564,0.7719150804140903,0.011319182039073387,0.01422828830513228,0.6086956521739131,1.2521471212875592e-10,0.0,0.6152928095761088,0.43479240974707395
pre1_17DIV_CS4_FOV4,0.47016159316414696,0.05497501590088209,0.10588235294117648,0.3947826086956522,0.8523707818144005,0.2268892608869546,0.0037246617585463414,0.02830011702384249,0.006330912478732089,0.7230117177761156,0.6997023483471321,0.6284171015759256,0.38868870570563274,0.7840397714316534,0.04589827139462974,0.06623114670198994,0.48233215547703184,5.106535782367677e-15,0.0,0.7522839058828671,0.7586750302527786
pre3_17DIV_CS1_FOV4,1.0,0.12529824369364506,0.011764705882352941,0.2747826086956522,0.9689132460211507,0.0739512336757563,0.04499890246579352,0.01760619398631807,0.024762355306535783,0.774818401937046,0.8392647814613119,0.781691793808067,0.03881577364813582,0.8608231387288873,0.036397866242536846,0.046676855714816806,1.0,9.880167918410228e-10,0.0,0.9251802471704372,0.7395665790322757
pre1_17DIV_CS4_FOV1,0.7776646867504584,0.11156082499101734,0.014705882352941173,0.3965217391304348,0.9750676623993016,0.055777600941011585,0.03812885073862605,0.010976513061583953,0.006112038778860448,0.7540091216713256,0.8553500921158383,0.8128028764889698,0.07758194004421526,0.7787152226296249,0.017733120590871905,0.02493311616046226,0.7193675889328063,4.0968770638057796e-10,0.0,0.6977655436070159,0.5098717206750839
pre3_17DIV_CS1_FOV1,0.774534009263856,0.10388562097197614,0.01764705882352941,0.3947826086956522,0.9750676623993016,0.05379170951293047,0.0035788812967663436,0.005435765235598429,0.006112038778860448,0.7986033727063367,0.8782305450723729,0.8575288555340562,0.0,0.8737250479648057,0.019815567972633924,0.02059948556561987,0.7193675889328063,1.3527292289270656e-10,0.0,0.729322744174806,0.5321928324189287
pre3_17DIV_CS1_FOV3,0.6218258001948578,0.089310325512009,0.04411764705882353,0.45913043478260873,0.9509423501969504,0.08873271972867126,0.03862419080230862,0.008772129517912293,0.0047361939945060145,0.7710280373831776,0.8073575080360694,0.8200108217870145,0.13395902699150053,0.851379103367353,0.016201744324799566,0.01946151781949218,0.6086956521739131,1.2430343098488375e-11,0.0,0.6378205637712757,0.48169122649078405
pre1_17DIV_CS4_FOV3,0.7758776262859575,0.10906330949591307,0.01764705882352941,0.40869565217391307,0.9764409697167863,0.0506206528313938,0.030113257828114595,0.021171489061397316,0.005780051150895141,0.8206686930091185,0.976534328736839,0.9233634721277988,0.11142462483719617,0.779400725971446,0.016565200278422162,0.01851098889340666,0.6973180076628352,3.347911421848417e-10,0.0,0.6859934307124276,0.48632043773538686
pre1_17DIV_CS4_FOV2,0.6133091814042216,0.08231894168054583,0.04411764705882353,0.46434782608695657,0.951627079966175,0.08741144495412399,0.04410771069877765,0.003863921880708919,0.0046404624137659995,0.8235372252108654,0.8768657365679138,0.9019966786204692,0.0966447236171275,0.8846835355559639,0.018493334788935188,0.026213156514098973,0.6026490066225165,5.40969509294623e-12,0.0,0.6722916875464212,0.50607148397985
pre3_17DIV_CS1_FOV2,0.4894185509512772,0.07691712386844225,0.09411764705882353,0.4869565217391305,0.8895079278159198,0.1735876111292199,0.019733970456477293,0.008225245175577347,0.004394861392832994,0.8034829392609372,0.8562447372253063,0.831027274948388,0.319987584849037,0.8418118074081764,0.016491461307125935,0.017030613311043774,0.5481927710843374,1.5285740480169911e-12,0.0,0.5286292201584082,0.4489073911805676
pre2_17DIV_CS1_FOV1,0.7474567255644354,0.10337904114562442,0.05588235294117647,0.29043478260869565,0.8898092775288563,0.19065143509789645,0.0059589903027611225,0.03160040774719673,0.0096855167187648,0.6919206038579816,0.6575820498038351,0.6126227670811238,0.18387694122169806,0.7894150528843694,0.0430827113050078,0.0547843257886224,0.7730582524271844,4.9860883951426555e-11,0.0,0.7988725382333827,0.7349655607694134
pre1_17DIV_CS1_FOV4,0.718386271648505,0.09691748641782942,0.0058823529411764705,0.4573913043478261,0.9945613983743343,0.015664499300320253,0.0026840619443153015,0.028116955976503197,0.004768563665691487,0.8011541531094604,0.941516165611084,0.8946096341326624,0.064301492835392,0.7973503926307223,0.01411107690205466,0.01592166770331707,0.6385964912280702,5.061063953355529e-11,0.0,0.6950461033689327,0.48232930551781283
pre3_17DIV_CS4_FOV4,0.5885859663382026,0.08063156718570931,0.014705882352941173,0.5739130434782609,0.9908437719883644,0.017954971266206446,0.0015158976141509532,0.006013930226136049,0.003014690438242089,0.8295522251248911,0.9870848845040807,0.9156671902249897,0.1453057466544796,0.8211111456149215,0.007807116780749114,0.010244124086083689,0.6408450704225352,2.9188552915788886e-12,0.0,0.6041256408483708,0.4034101064355819
pre3_17DIV_CS5_FOV4,0.48367689021131544,0.07028148327846025,0.07941176470588235,0.56,0.9249210107483439,0.1233739955188465,0.011643978641104936,0.026374830154098944,0.0032319222302808204,0.7853257853257853,0.8446967916867814,0.7964594599035356,0.19361877137111572,0.8698284786384205,0.01266377989969815,0.01813424660448197,0.4932249322493225,3.7283250929100176e-13,0.0,0.5533476740316057,0.42436026429849216
pre2_17DIV_CS1_FOV2,0.6787312482277725,0.09848871810324704,0.029411764705882353,0.4156521739130435,0.9547475640706086,0.08733798086467388,0.029847826316846973,0.02095865398617692,0.005700347771959023,0.7738740133106331,0.8562336518156607,0.8085312733047004,0.09835750345942973,0.805771337920465,0.018585034605751706,0.022170642474506938,0.6765799256505576,7.855874116700521e-11,0.0,0.6710232589238871,0.521655579211865
pre3_17DIV_CS4_FOV3,0.6334399512389604,0.08839227125032469,0.011764705882352941,0.5373913043478261,0.9920205844874405,0.017084307752270225,0.027635897056283467,0.060569626318861786,0.003486365023733593,0.8239915684583692,0.9279989395596334,0.8490771695785037,0.0394845330808935,0.8175297842278929,0.008537563723832672,0.007330257521350136,0.6831831831831832,9.749038263792283e-12,0.0,0.613335580112973,0.40931879485616696
pre1_17DIV_CS1_FOV3,0.5318970517203562,0.08426318861792124,0.07058823529411765,0.5147826086956522,0.9289457420124536,0.11915054918749589,0.06679418022393674,0.011655701504769272,0.0038363171355498714,0.7985619990570486,0.8969861828073313,0.8216776272028816,0.12480911874554712,0.8731316789823216,0.011742028291011633,0.016434151304557762,0.5352941176470588,1.0460637684904988e-11,0.0,0.5436285621752605,0.41818350042514635
pre3_17DIV_CS5_FOV3,0.550357261451561,0.07914290527299113,0.023529411764705882,0.6139130434782609,0.9847105505911675,0.027598737489392497,0.001212959476291168,0.001641557485195299,0.0025598613736609955,0.8255252404342264,0.9329708720724147,0.870742901819713,0.05793022063022413,0.879297831208742,0.005230935157373939,0.006819248769486162,0.5971128608923885,2.3189962862623916e-12,0.0,0.5572234665298387,0.3694468645199055
pre3_17DIV_CS5_FOV2,0.5715305267380397,0.07944946373646843,0.03529411764705882,0.5582608695652174,0.9702445526348494,0.05386821193341221,0.05141413660734114,0.006326242564774673,0.0032096171802054145,0.8044856167723061,0.9001799752589832,0.9013994709582098,0.15689692239915498,0.8162893516841215,0.009708702960990058,0.011712308793510248,0.5155807365439093,2.954823915328121e-12,0.0,0.5941043203553951,0.4094530882349714
pre1_17DIV_CS1_FOV2,0.6447587907031961,0.10563048168055907,0.07058823529411765,0.3339130434782609,0.8845101194412022,0.1929872969194375,0.004826050925399327,0.007435840060588326,0.00798452997317697,0.7130872483221478,0.669433632890084,0.6975166253182563,0.2558952626891071,0.8185838987766674,0.02819636466426368,0.032389509978058714,0.5783898305084746,4.325438738714439e-10,0.0,0.6276680232991592,0.5872388839987701
pre3_17DIV_CS4_FOV2,0.6271923369156776,0.08604936232721187,0.03235294117647059,0.52,0.9699083964997511,0.055943025016885084,0.028622107554623882,0.011435301098130526,0.003733146540255537,0.8296877357067431,0.9557922896861407,0.9147788904315812,0.11445493344532753,0.8164450679762218,0.011179301114741434,0.012319897400393826,0.5515151515151515,7.930026234110944e-12,0.0,0.6106629571841711,0.4137297957703797
pre2_17DIV_CS1_FOV4,0.6990384036898729,0.09013392317567608,0.05588235294117647,0.30434782608695654,0.9043022272743807,0.16746826186478836,0.005470037518847084,0.022582921665490467,0.008951406649616366,0.7219214216298765,0.7115965445607273,0.7365815386252947,0.21232167684573477,0.8666966892405927,0.045631036349351,0.06611407144266823,0.6378504672897196,9.730941893881105e-12,0.0,0.8745437290434876,0.8176587612430083
pre1_17DIV_CS1_FOV1,0.7455532171312523,0.10903088042305502,0.038235294117647055,0.2765217391304348,0.9232628625362169,0.14376181064187832,0.00627933867842894,0.04829695244121058,0.0101664853847586,0.6397896581945661,0.6165922228060949,0.6016564790949872,0.1852853210349803,0.742054165508771,0.03902368054715686,0.046150371153707945,0.7109375,1.2845413041294196e-09,0.0,0.8356549209231293,0.8362806070716892
pre3_17DIV_CS4_FOV1,0.732102114953278,0.10469102638821852,0.03529411764705882,0.2939130434782609,0.9275886364658896,0.1370843042394052,0.024082305785214232,0.01633559702442241,0.009456859484112009,0.6912442396313364,0.6906298774127252,0.4993551068059863,0.1760566524447702,0.8319954728756654,0.03711635683041039,0.047410848476567846,0.6791044776119403,4.694053885811937e-10,0.0,0.8280700921940239,0.8030304320876703
pre3_17DIV_CS5_FOV1,0.5192232465423492,0.07046518005224307,0.05588235294117647,0.5443478260869565,0.9496107582896777,0.08678355131909617,0.011963569002778635,0.010706232679828561,0.003391865760089826,0.811238622872972,0.8708379114317097,0.840367549467688,0.16538018603230809,0.8280504476193042,0.013237194200323238,0.019473006664819853,0.5170454545454546,4.5075686225974987e-13,0.0,0.6051156540425499,0.4554357907852119
pre2_17DIV_CS1_FOV5,0.876713658889395,0.12519811002968623,0.03235294117647059,0.2921739130434783,0.9214827981106621,0.14850688598120143,0.0059589903027611225,0.0390496353799106,0.0096855167187648,0.7867330767489246,0.8364576429176876,0.8355199177015007,0.017790828008287463,0.8604071808961635,0.03363114475581407,0.04894966113299662,0.914572864321608,2.319163991323679e-09,0.0,0.7654786977626724,0.6359239824487413
pre3_17DIV_CS3_FOV3,0.6761739471510644,0.09642972148703984,0.011764705882352941,0.48173913043478267,0.9890596564720464,0.024761230396881287,0.008122438921997207,0.012722228130045143,0.004335563886066635,0.794290318867273,0.9460704640164229,0.9035332657826057,0.11699229818817125,0.8778673619646806,0.011471918510212481,0.01301935507498489,0.6046511627906976,5.2003152446103815e-11,0.0,0.6461062769967494,0.4503110870075711
pre3_17DIV_CS2_FOV3,0.5527271396728354,0.07642567057586845,0.02058823529411765,0.6139130434782609,0.9846180209515858,0.029071853389764812,0.005781794879707806,0.0053149859914352554,0.0025784511174449633,0.8576400397746106,0.9949663965483857,0.9680089187913944,0.17515513690028817,0.8407941368333206,0.005755896703629727,0.00981277116151763,0.5388157894736841,1.7762000635625204e-12,0.0,0.5650705608917599,0.3736603911333088
